index,pages,year,suppl_info,acceptance_rate,funding_sources,index_terms,gs_citations_23,h_index_first_auth,h_index_auth_mean,yules_i,word_count,average_word_length,fwgawl,syllables_count,complex_words,no_hyp,no_alg,no_images,no_equations,no_tables,is_intro_pres,is_meth_pres,is_res_pres,median_readability,s2_no_hyp,s2_no_alg,s2_no_images,s2_no_equations,s2_no_tables,conf_repro_art_checklist,conf_repro_art_eval_at_submission,conf_repro_awards,conf_repro_process_auth_comm,conf_accept_avail,conf_accept_rate,zenodo_art_mention,github_art_mention,pwc_methods_mention,pwc_datasets_mention,pwc_github_repo_mention,badged_reproducible,badges,s2_ref_count,s2_citations_23,s2_infl_citations,s2_specter_vector,s2_open_access_avail,s2_fields_of_study,fund_avail,badges_set,lexical_diversity_mtld
0,16.0,2021,1, 24%,,,0,31,17.75,0,6207,6.660705654905752,2892,12580,3811,34,2,20,0,2,1,1,1,0.6386630532971996,34,2,20,0,2,1,0,1,1,True,24.0,0,0,0,0,0,2,['Unbadged'],46,7,0,"[-4.72901046e-01 -1.08173668e+00  9.06422198e-01  5.39423895e+00
 -1.10355532e+00 -6.12008393e-01  3.27173519e+00  2.09933686e+00
  6.94503248e-01 -4.33362007e+00  3.61716479e-01 -2.88309693e-01
 -3.13234478e-01  4.37059700e-01 -3.74048090e+00 -3.77378750e+00
  2.64080584e-01  3.25037122e+00  1.22988939e+00  2.61043119e+00
 -4.22229242e+00 -9.24089849e-02 -3.79174519e+00  6.28325224e+00
 -1.80032706e+00 -2.75647402e+00 -2.41651058e+00  7.28368282e-01
  1.58697605e+00 -1.67032754e+00  8.76970410e-01 -3.93825889e+00
  2.54561186e+00 -1.19272423e+00  5.73487377e+00  8.09058368e-01
  9.53844249e-01  3.48755360e+00 -5.62699461e+00 -2.64251184e+00
 -7.33728766e-01  1.06179464e+00  2.42032617e-01 -2.58748865e+00
  1.69250906e+00  3.00669146e+00  2.69838905e+00  9.97708678e-01
  1.28251755e+00  1.19437194e+00  5.22367859e+00  3.46764922e+00
  2.56247258e+00 -1.63626456e+00 -2.05936527e+00 -1.67851818e+00
  1.13214946e+00  2.37837613e-01 -1.69316733e+00 -3.62993121e+00
  2.70784497e+00 -3.46634060e-01  1.73946714e+00  1.54876137e+00
  7.57877290e-01 -3.06959629e+00 -1.46845758e+00  1.44152296e+00
  3.96082580e-01 -3.27658325e-01 -3.86602378e+00 -1.08778000e+00
 -1.51105952e+00 -2.95373702e+00 -3.96183348e+00  2.23302412e+00
 -1.15359700e+00 -3.85160160e+00 -1.35286689e+00 -2.53301120e+00
  2.46648148e-01  4.80789709e+00 -3.45992041e+00  8.85666966e-01
  4.59581232e+00 -4.94136429e+00  1.54810953e+00 -3.80320215e+00
 -2.21972972e-01  5.16990006e-01 -2.66094613e+00  1.95838571e-01
  2.50864196e+00 -4.67727005e-01  1.70663786e+00  1.20734647e-01
 -2.28007555e+00  1.38031662e+00 -1.47030249e-01 -1.55748188e+00
 -3.07273293e+00  7.87201643e-01  2.06358254e-01 -2.70328259e+00
 -6.76939785e-01 -1.44535899e+00 -2.66749072e+00 -1.11851263e+00
  2.48561072e+00 -3.79124928e+00 -1.27043501e-01  7.02576065e+00
 -8.65551531e-02 -2.96665668e-01 -3.60792780e+00  3.38395953e+00
  5.23705333e-02 -2.77645230e+00 -1.36534095e+00  1.98304981e-01
  1.96182990e+00 -1.84420550e+00 -4.41707659e+00  7.50636959e+00
 -7.22007513e-01  8.91542256e-01 -1.73561418e+00  4.15737915e+00
 -4.51756334e+00 -4.64684582e+00  6.72869921e-01 -1.92444539e+00
  3.36734271e+00 -1.90373397e+00 -1.86839819e-01 -2.47250700e+00
 -1.85505044e+00 -1.09321630e+00 -9.95705128e-01  3.62541080e-01
  4.26882458e+00  3.22682166e+00  1.64202940e+00  1.62086153e+00
  1.70387363e+00  2.49054170e+00  2.42591619e+00  1.77148461e+00
 -2.79557681e+00  4.37995863e+00  3.86729002e+00 -9.06780303e-01
 -9.54806805e-04 -2.71767712e+00  2.05084014e+00  3.45673060e+00
 -4.08266497e+00  6.99183106e-01  2.87641549e+00 -2.69011199e-01
 -1.85031146e-01  9.67594981e-02 -9.20329189e+00  1.27081561e+00
  5.03195143e+00 -3.70201826e-01 -1.17120767e+00 -2.98941183e+00
 -4.53809321e-01  2.43777800e+00 -2.91571617e+00  3.43499959e-01
  4.47545719e+00 -3.07730675e+00  1.14919686e+00  1.41050828e+00
  3.74238431e-01 -2.76262379e+00 -1.88844299e+00  5.74037254e-01
 -8.22996199e-02  2.58937860e+00 -4.75758839e+00  1.78281057e+00
 -6.14063740e+00 -2.89334393e+00 -2.46499157e+00  1.35646391e+00
 -7.67604589e-01  3.54528522e+00  2.38966632e+00 -5.71374416e-01
  3.84025908e+00  4.03569651e+00 -1.22015893e+00 -2.04292536e-02
  1.87841475e-01  5.71683884e-01 -8.97339046e-01  3.66640759e+00
  2.34873104e+00  3.94608319e-01 -1.45114231e+00  3.01175475e-01
  1.04858661e+00 -4.03990459e+00 -3.28877258e+00  3.26000500e+00
  2.09192705e+00 -2.27283567e-01  5.47778010e-02  1.56988835e+00
 -6.12522662e-02  5.36679745e-01 -1.43640494e+00 -1.94178891e+00
 -4.54782581e+00  3.16553354e+00  3.04101896e+00 -6.61509037e-02
  1.81862569e+00 -2.54530251e-01 -6.54451942e+00 -3.69062734e+00
 -2.08129406e+00 -5.85449219e-01  2.25494099e+00  1.32479501e+00
  3.34502792e+00  1.83205330e+00  2.27065420e+00 -2.28172588e+00
 -3.97563249e-01  1.19952750e+00 -1.88751435e+00  8.72236490e-03
 -2.57938051e+00  1.17084885e+00 -4.71632034e-01 -9.02037919e-01
  5.48334551e+00  5.21488070e-01  1.65100098e+00  2.40220070e+00
 -4.42118585e-01 -1.12034309e+00 -2.06758571e+00  6.00074482e+00
  2.66271925e+00 -4.15635777e+00  1.21028781e+00 -1.25181997e+00
  1.12028110e+00 -2.46240306e+00 -1.72376323e+00  3.75098437e-02
  3.71258831e+00  2.09935999e+00 -6.97632194e-01 -1.97498155e+00
 -3.56997490e+00  3.23916507e+00  2.68157053e+00  5.05393314e+00
  1.30663741e+00  6.89930558e-01 -2.30918598e+00  2.40047193e+00
  3.07015777e-02 -1.30551004e+00  4.71395206e+00  1.61480129e+00
 -2.81564069e+00 -3.17284560e+00 -2.50810671e+00 -4.66495371e+00
 -2.83629584e+00 -2.29992414e+00  2.95247406e-01  4.51444387e+00
  2.47548366e+00 -2.15344143e+00 -4.12482738e+00 -4.28983688e+00
  3.71225595e-01 -2.12660003e+00  1.18484437e+00 -2.40163708e+00
  7.32713580e-01  3.08026147e+00 -5.88817120e+00  6.85068905e-01
  3.69635135e-01  1.37522626e+00 -3.91732478e+00  6.05889797e-01
  1.79799151e+00 -9.57756042e-02 -8.36557329e-01  3.96724248e+00
 -3.10462499e+00  3.31999779e+00  4.26236248e+00  3.06278753e+00
  8.86015832e-01  1.96632183e+00  8.62931728e-01 -3.55469680e+00
 -4.39610600e-01 -6.16294742e-01 -2.69504571e+00  5.38165331e-01
  2.34190464e+00 -2.22968864e+00 -4.91558933e+00 -6.66349554e+00
  5.18788671e+00  5.79001009e-01 -2.73114824e+00  1.08966899e+00
 -8.95570159e-01  3.02966022e+00  3.04026902e-01 -4.76702166e+00
 -1.44035530e+00  3.05279016e-01  2.92920780e+00 -3.89240712e-01
  1.93852949e+00  2.77975011e+00  3.49129701e+00  1.24333382e+00
  1.93144846e+00  3.42976522e+00  3.42933249e+00 -2.58684325e+00
  3.47412324e+00  2.29639769e+00 -1.16573799e+00 -2.06179476e+00
 -3.34919405e+00 -3.33150774e-02 -1.70721579e+00  2.84407163e+00
 -7.49582350e-01  8.27918112e-01  2.11935997e-01 -3.44942451e+00
  5.87439203e+00  3.19225693e+00  2.85308576e+00 -8.84729326e-02
  2.94416571e+00 -3.41149235e+00  3.30803490e+00 -2.35471427e-02
  3.63656139e+00 -1.63229883e+00  2.73547745e+00  3.55022788e-01
  9.01390910e-02  3.55040789e+00  1.79637027e+00 -3.35500193e+00
 -1.69354737e+00 -9.79687691e-01  1.08059187e+01  1.70911753e+00
 -1.04980099e+00 -9.68910813e-01  3.52884591e-01 -6.15537286e-01
  1.56586313e+00 -1.05240428e+00 -4.10016835e-01 -2.23965359e+00
  5.72141218e+00 -1.90026689e+00 -1.76128972e+00  9.93820667e-01
  6.24146402e-01  4.26905155e+00  4.77966070e-01  3.37400961e+00
  1.86592674e+00  7.27854252e-01 -4.09109890e-01  1.44106591e+00
  2.90682101e+00  1.43918753e+00 -3.26321840e+00  2.27361798e+00
 -1.03941762e+00  5.83117914e+00 -2.76623034e+00 -6.67259693e+00
 -3.61771393e+00 -2.43408585e+00  3.77262902e+00  8.49135339e-01
  2.22114116e-01 -2.15845752e+00  5.28694153e+00  3.05370569e+00
 -3.62969971e+00 -6.95874542e-03 -7.57824302e-01  3.69429922e+00
 -2.32070518e+00  2.62182760e+00 -4.03386736e+00 -3.03516221e+00
 -3.11539817e+00 -2.23602748e+00 -2.28133655e+00  4.36528802e-01
  1.46322465e+00 -1.57398748e+00  5.45967579e-01  2.89587116e+00
 -1.98414505e+00  3.73443770e+00  1.94553125e+00  1.07692170e+00
 -8.56024265e-01  3.27179551e+00  4.32712317e-01 -6.05605602e-01
 -2.53112364e+00  1.37008905e+00 -5.04371643e-01  2.37447977e-01
  3.25061619e-01  4.35519648e+00 -3.03314996e+00  4.49212134e-01
  1.46203232e+00 -1.06803924e-01  4.94940996e+00  6.54382110e-01
 -2.68654919e+00  3.62018108e+00 -2.40698361e+00  4.70561123e+00
  1.71132374e+00  7.63850629e-01 -3.49941540e+00 -3.09249490e-01
  6.30688131e-01  2.55932617e+00  2.78439546e+00 -2.75746822e+00
 -4.78743434e-01 -9.84376311e-01 -6.01371646e-01  2.89392769e-01
  2.00700343e-01 -3.66486216e+00 -4.55204964e-01 -1.59393668e+00
 -3.28807211e+00  8.33810616e+00  8.58749032e-01 -1.18814993e+00
 -2.52906942e+00  7.66733348e-01  3.12347960e+00 -4.18632507e+00
  1.81300163e+00 -1.77236176e+00  1.92160821e+00 -1.12224782e+00
 -2.45795584e+00 -4.29954243e+00  3.39555407e+00  4.94422734e-01
  1.70199752e+00  2.33966255e+00  1.50366879e+00 -3.92235470e+00
 -4.62638140e-02  5.79693675e-01 -3.65411818e-01 -4.02942181e+00
  1.58153191e-01  1.03876674e+00  4.40710258e+00  1.09012163e+00
  2.03436136e+00  2.20023346e+00 -2.14660931e+00 -3.26578116e+00
  6.48090219e+00  4.88890946e-01  1.17183065e+00 -6.08898997e-02
 -1.65669966e+00 -1.90326834e+00 -1.80609560e+00 -1.38829005e+00
 -1.91103965e-01 -5.27383041e+00  8.93078387e-01 -2.40347004e+00
 -3.38325262e-01  2.64369059e+00  2.00478363e+00 -9.11352336e-02
  1.31658852e+00 -3.24243665e+00 -8.54244530e-01  1.34410608e+00
 -3.94485593e+00  1.06484842e+00  1.20620513e+00  1.37251019e+00
 -1.14076421e-01 -1.82004929e+00 -1.70771217e+00 -3.25482035e+00
 -9.71593499e-01 -1.06822610e+00  4.06090450e+00  1.28895164e+00
  1.22451437e+00  5.54461193e+00 -2.17724395e+00 -3.07271093e-01
  3.85687709e+00  4.87324381e+00  1.95079470e+00  4.68951750e+00
 -2.36893749e+00 -1.28180242e+00 -2.47814512e+00 -5.81889212e-01
  2.80516720e+00 -1.80802613e-01 -4.12151909e+00  5.88853955e-01
 -3.10371923e+00  5.22411823e-01 -4.92590606e-01  1.85902393e+00
 -1.10598278e+00 -2.36207867e+00 -2.57270765e+00 -2.23293710e+00
 -2.50788301e-01  4.64779568e+00  2.37160707e+00  2.72614288e+00
  1.18586302e+00 -4.25457621e+00 -3.55840039e+00  2.69425702e+00
 -5.54102883e-02  1.07641125e+00 -7.61224031e-01  1.41315556e+00
  1.75733769e+00 -4.31542730e+00 -4.40261650e+00 -8.48666191e-01
 -4.52539682e+00 -2.91292167e+00  4.07078695e+00  9.75491762e-01
 -4.32081318e+00 -1.09084964e+00 -1.95651412e+00 -5.01594782e+00
 -2.60335040e+00 -6.31420374e-01 -1.15063655e+00  4.14545727e+00
  1.54867983e+00 -4.94290680e-01 -6.34630489e+00  3.97583771e+00
 -3.90760779e-01 -4.62541342e-01 -4.61198997e+00  1.60513604e+00
 -8.80212188e-02 -4.11142111e+00  9.33703780e-03  1.70953429e+00
 -1.67067230e+00  4.94128764e-01 -4.80506688e-01 -2.31343699e+00
 -2.42887282e+00 -3.34791756e+00  8.09727013e-01 -7.91949213e-01
  9.48021889e-01 -7.36039817e-01  4.54378366e-01 -7.37088680e-01
  2.64912176e+00  4.39091778e+00  2.19464660e+00  1.89426875e+00
 -1.95767677e+00 -6.08760178e-01  3.66688442e+00  2.93393564e+00
 -1.41002870e+00 -2.84890604e+00  1.92704606e+00  6.52113152e+00
  1.61211185e+01 -4.12851715e+00 -1.00243902e+00 -2.16783905e+00
  3.66775990e+00 -2.83582258e+00 -2.91075802e+00  2.61791754e+00
  2.68404484e+00  3.49534607e+00 -8.91957939e-01 -1.52523351e+00
  4.88587856e+00  3.65611219e+00 -5.31996918e+00  5.65793276e-01
 -9.56025898e-01  5.88412333e+00 -8.35866570e-01 -9.79730666e-01
  1.22516286e+00 -1.95096993e+00  1.46279681e+00 -3.41135025e+00
  1.20349979e+00  2.86085629e+00  2.39619303e+00 -1.40304816e+00
 -4.08790779e+00  2.55871773e+00  2.59237051e+00  8.20074558e-01
  5.86134815e+00  3.08288932e-01 -2.47907624e-01  1.61981082e+00
  5.87878036e+00  2.85676789e+00  2.45616627e+00  3.05771542e+00
 -1.13508439e+00 -8.69713426e-02 -8.57780814e-01 -7.47413337e-01
 -4.03365898e+00  2.11830568e+00  5.33334911e-01 -3.07456517e+00
 -2.65933800e+00  6.60211444e-01  5.63184142e-01  1.46279562e+00
 -1.29998732e+00  1.38895011e+00  5.37065601e+00  3.01519632e+00
  2.48723984e+00  8.62809271e-03  1.15154481e+00  3.10064673e-01
  1.61703181e+00 -2.96227717e+00  6.33158088e-01 -4.04547596e+00
  1.78056347e+00  2.81533051e+00 -3.96544546e-01 -2.45386910e+00
  4.35281992e+00  2.74447083e+00  1.29709756e+00  1.14152813e+00
  6.34682751e+00 -2.00371861e+00  7.14025438e-01 -5.64369678e+00
 -2.53526598e-01  5.20185471e-01  8.92711103e-01  5.74742794e+00
  1.03381172e-01  2.31491995e+00 -1.62541032e+00 -2.78682947e+00
  5.58743763e+00 -3.32414031e+00  2.16611958e+00  1.17565870e+00
  1.85082161e+00  1.45614409e+00 -1.36732793e+00 -1.89475441e+00
  6.35757387e-01  1.59584284e+00  2.57225633e+00 -4.64862299e+00
 -1.09783500e-01 -2.91215134e+00 -6.71457434e+00 -3.56157970e+00
  6.57006645e+00  1.92278886e+00  2.26317000e+00 -1.23511389e-01
  2.40848994e+00  5.85175216e-01 -1.16587079e+00 -6.28618002e+00
 -1.18865120e+00 -4.85105991e-01  3.82525635e+00 -7.26545525e+00
 -3.40841961e+00 -4.82328534e-01 -1.76185548e+00 -2.56331587e+00
 -3.20519328e+00  4.79325724e+00 -1.71685445e+00  1.41034079e+00
  5.81645846e-01 -2.40134788e+00 -2.51140428e+00 -3.46157527e+00
  6.94251060e-01  3.78331661e+00 -5.31023884e+00  3.60817051e+00
  4.08229733e+00 -3.39278698e+00 -5.81763363e+00 -1.15015936e+00
 -1.81367826e+00  1.11642706e+00 -2.07628414e-01 -2.52337265e+00
  2.49448836e-01  6.32671535e-01 -2.21920967e+00  3.70943785e+00
  1.99302900e+00 -3.53319430e+00  3.45866680e+00  7.61029863e+00
  2.38324761e-01  2.07905889e+00 -1.66594505e+00 -2.74770594e+00
 -2.79510260e+00 -2.65337825e-01 -5.16034031e+00 -2.02068210e+00
  4.06331968e+00  2.13441634e+00  2.35514060e-01 -4.60739183e+00]",True,Computer Science,0,{'Unbadged'},14.035595886088561
1,15.0,2021,1, 24%,,,0,54,28.0,0,4941,6.838291843756324,2573,10193,3235,14,0,19,0,1,1,1,1,0.5382916792130884,14,0,19,0,1,1,0,1,1,True,24.0,0,1,0,0,0,2,['Unbadged'],39,6,0,"[-1.50386441  1.76474822 -1.20745873  2.10115123 -0.08331326  1.27594852
  3.16728735  0.52876341  1.01783168 -0.65243196  0.9308511   0.94401038
  1.84469533 -3.38332224 -4.31688356 -1.84672201  1.28441298  2.94488168
  7.58976126  3.09905887 -0.03020397 -0.9127937  -2.89368749  0.58974946
 -1.72817469 -0.8464973  -2.47493601 -0.97763038 -2.67326069 -2.1331594
  2.41241336 -4.15954494  2.23913288 -5.24316549  5.18427753 -1.99411201
 -0.59898132  4.41615772 -7.33437967  1.23978758 -4.47095346  0.1539849
  3.00207663  0.91319942 -2.54473209  4.43080521  3.79150987 -1.42374015
  0.13326979  3.68738556  7.070683    1.45854449  5.45549965 -0.76342499
 -4.1528368  -1.347808   -0.70606172 -0.55625135 -0.62370372 -1.21104848
  2.29059625  1.7371403   4.79908562  0.40149865  1.99520767 -2.56877065
 -1.66058755  4.14727259  0.91355056 -1.47014773  3.20933127 -2.05333662
  2.18599343 -0.82950139 -1.1131953  -0.21572436 -1.76511455  5.00365591
  1.43991554 -2.22103453 -2.59309435  3.74421239 -0.62069625 -0.7523402
  3.58671618  2.32272267  4.40641785 -0.50276971  1.89857543  4.25457191
  3.5958004   3.97923851 -1.6129272   2.89427614 -0.1547606   0.98949754
  0.54056227 -0.9496783   0.25834575 -0.87008536  0.67159021 -3.66262174
  1.56643248 -3.22797275 -3.08549619 -0.71912086 -0.52560997  1.87937284
 -0.91352475 -6.50548172  0.87343723  3.17154932 -2.72282338  2.4795804
 -2.73661208 -4.32573318  1.37335515 -2.47459817 -3.22274637  4.13143539
 -4.34906673 -7.5878911  -0.15284184  1.55270219  2.04065895  2.76952219
 -0.41613713  2.76806068 -2.63505745 -0.34828073 -1.42185068  1.27323687
  1.87186325  1.14267695  2.17376447  0.78971714 -3.7187047  -2.95867038
 -3.46125793  1.57251978  3.62624264  1.99056232  2.08775258  5.03392887
  0.31681144  3.52597117  1.0384171   1.56427407  0.5492534   3.82610416
  6.19442654 -2.40316844  1.67902613 -3.48562741  0.2624951   2.32196832
  0.58416867  4.25682735  3.57235718 -2.72875977  0.62037277 -2.87308407
 -4.54939365  1.61930537  2.72877693  1.65178347 -2.32299614 -1.76340032
  0.23748785  3.70461559 -0.83173752  5.11980295  1.5295651  -1.13536882
  2.63702345  4.52622032  3.42778301 -2.24616241  2.30658865  0.61168951
 -0.25367349  3.12318134 -3.97303343 -0.63455701 -5.07262611 -2.85353971
 -2.91699386 -1.1778791  -2.90585732 -0.58196461 -1.92699027  1.18772185
  3.88046479  5.29999304 -1.09923363 -4.3309412   3.52070975  1.87405276
 -5.20225048  3.64462185  0.9721384   0.53969586 -0.99217212 -2.59657979
 -0.41488194  2.05826902 -2.14584947  4.25839901  2.11406946  3.74937963
 -1.51815104  3.24833393 -1.56977355 -1.05527723 -0.02650809 -7.14109993
 -4.50684834  4.36506367  0.74623656 -0.30370647  0.09669548 -4.71236897
 -4.58795643  1.25244105  1.0763793  -0.14628059  0.75505573 -0.58535284
  3.02546811  2.73590255  1.36210954 -6.66649199 -0.65314364  1.02543712
 -0.35306579 -1.55504274 -0.48098302  2.32001758 -0.75698423 -3.42897153
  0.09069687  1.79728937 -3.7259388  -0.24722485 -1.85296595 -4.03061962
 -4.94801426  4.03776836  0.4023636  -1.69015276 -1.48405778 -4.5994215
  1.5517838  -0.76865196  0.27769315  4.02503109 -0.06736623 -2.38181663
  0.46528989  1.58090556 -5.9943819   6.96098661  2.20917296 -2.74026036
  0.18591188 -3.05048609 -4.90521049  1.19028676 -0.74246126 -0.75000292
  3.20779943 -2.75549269 -0.72326058 -0.70020556 -1.70312905 -2.94775152
 -0.45452702 -2.89804149  5.30438757  8.13801765  3.2800045  -8.67097473
 -1.98227119  0.69408822 -1.81935287 -0.12245929  2.68707275 -1.80228531
 -2.25843525 -0.5286122  -0.53618664  3.50802755 -3.68963432 -1.36807871
 -6.02242661  0.51824021  1.42382908  0.18517548 -0.26296639 -0.30785316
  1.76593709  2.96281624  3.96414399  0.10290255  3.12745237 -0.19109614
  1.68888569 -1.28106916 -1.26156378 -0.12837024  1.69513583 -1.90776312
  2.77168393  0.1376588  -2.72804999 -3.5196085   5.23948479 -0.27564007
  0.13929468  2.79476309 -2.04056644  2.95574355 -6.27683687 -3.88453698
 -3.75123787 -3.97027206  2.28117561 -1.08716655 -0.82252741  0.69787955
  1.01546443  1.83242941  3.48780107  3.12404537  2.69151282  0.24766332
 -1.76417685  2.55089283  0.51965976 -5.83145809 -5.82091665  7.5887661
 -3.106462    5.70738029 -6.90943718 -0.60184509 -4.31813717 -1.11467028
  1.28342474  1.71677315  1.34198928  4.99841642  4.14775705 -4.41592979
  1.95201397 -1.34707689  4.40885496 -1.0956378   3.24092627  1.94544959
  1.9141562   3.09021258 -0.27593571 -1.05313206 -3.35327744 -0.26687598
  8.87287331 -1.41658103 -4.51025963 -5.34798002 -0.85742331  0.85860986
 -0.81295127 -3.09858227 -0.80910975  0.5141536  -0.42518175 -3.91140556
  0.72484434 -1.02272701 -1.68983209  4.01501369 -1.49793649  0.53437632
  1.97390878 -2.51988101 -0.26036626 -1.29829609  1.3857795  -3.70211506
 -2.81216693 -0.34768915  2.54546094  2.05873275 -0.77254361 -4.19764996
 -4.48654652 -4.16977262  0.46122521  3.9311955   0.24375415 -3.80161047
  7.9564743   4.3752408   0.15609911 -0.09871328  3.46078682  3.11350465
 -1.85041714  3.57146621 -7.31498194  1.50916314 -3.3101058  -2.31817937
  4.69024277 -1.48436332  0.54974043  0.69411075 -2.57372427 -0.17561005
 -0.93394864  5.63608789  4.96537971  2.50852346 -3.12133384  5.03583145
  4.35038185  2.11244798 -2.14379287 -1.47944474 -0.44277817  1.69831264
 -1.99951386  7.35553551  1.04336476 -0.79383272 -5.01788282 -2.62394857
  1.28685343  2.19019246 -0.27684924  2.99479389 -2.4510231  -1.50286376
  4.83156395  1.80734682 -3.3977294   2.32961178 -1.73348701 -1.05524909
  4.29753685 -3.97461677  1.82577038 -2.45949221  5.38619041  1.9215008
 -0.57505435  0.15373248 -2.10261202 -1.9562695  -3.05355334  0.49426401
 -1.4435811  -1.74921322 -3.98319936  1.37700057  2.18497586 -7.68768215
  1.12300205 -3.13534355  1.16153932 -2.55568027 -0.4820855  -3.24536943
  1.03925383 -1.51721096  4.05359697  1.59806931  0.81296206 -0.45382318
 -0.78235328  0.37495661  0.28203273 -0.85509461  1.85374355  6.22559404
  2.3255589   0.78724164 -0.04756549  1.94101381 -1.7817378   0.67985868
  8.01465511  0.17055318 -0.49610156  0.75816321 -1.50688648  0.16331342
 -1.42827082 -3.22241497 -2.97986078 -2.28195119 -3.63269091 -5.17080069
 -2.38086796  2.67729282 -1.34514284  0.83020973  2.61696625  5.01167631
  1.29731596  2.31516266 -1.56304145  3.92303276  0.60765123  2.3733542
 -0.61505795  3.91914487 -0.78772938 -0.13117379 -3.33135343  1.47217178
  0.16499628 -0.89275157  0.96634698  3.10907865 -4.11901522  4.86569548
  1.01237977  3.38160467  4.87002134  7.97517586  0.53819346 -5.19508457
  0.35946882 -0.05895975  5.17182493 -1.18442643  2.25756645 -0.07671055
 -1.41594899  2.75297165 -4.93614531 -0.3877722  -0.327176    0.75028116
 -6.47118473 -2.59595132  0.11138082 -0.86704779 -1.39281332 -1.46129608
  3.39959049 -4.31943703 -2.88041091 -3.30631495 -1.13456082  1.4360919
 -4.24908257  5.66021347  1.86909032 -0.16723645 -2.98484612  1.22179246
 -1.26198947 -5.817173    5.47261524  0.1950821  -2.4008708  -2.12289476
 -2.25091028 -3.80772376  2.01170039 -0.04714146  2.43963647  5.44163465
  3.29823756  3.4072094   2.06399322  1.79550672  0.30370933 -0.48236361
 -3.60619497 -3.72317314  2.01528263 -2.5615375  -1.75186396  3.68626237
 -1.34220552 -0.14565198 -0.13390222 -6.12286663 -4.42675972  0.14817381
 -1.53241134 -0.10102676  5.32843208 -1.58975077 -1.0634315  -3.45815897
  0.6244483   6.8318553   2.90138435 -2.5117116  -8.40035629 -0.63066071
  6.399786    1.34601474  3.19171047 -2.92761564 -2.0248704   0.55994529
 18.02736664  0.37887335  0.11624931 -1.45435441  2.80325651 -1.47935033
 -2.85802174  2.04793382  4.75625134  1.2554121  -4.57193089 -0.11165007
 -0.32264784  5.24998713 -3.98618317 -0.05543879 -3.59019566  3.03826475
 -1.74599576 -0.78993666 -0.19724891 -2.01353645  0.56508327 -0.77808726
  1.76634634  2.91651869  1.34749556 -3.19321728 -5.97379494 -1.72867823
  0.12349212 -1.06840134  1.58028126  1.55977929 -1.38006353 -0.15233606
  5.73035669 -1.54399276  3.58819389  0.53771675 -3.30431938 -3.66197181
  0.75514853 -0.10155061 -4.26924706  2.26387    -0.42739636 -3.5650177
 -0.7259087   0.35957438 -1.85786915  0.95936716  0.46045935  1.13226664
  0.92627501  0.62359822  2.01000834  0.28808492  3.31231928 -2.45478368
  5.51553059  2.62344694 -0.85786104 -1.79402375 -2.38816977 -1.2667191
  0.21050739 -0.36387044  1.8955071  -0.12730442  2.73982859  0.87005585
  2.81633782 -5.26757812  1.09714258 -1.11403847 -2.39241815  0.20859766
 -5.62596178  3.86439991 -1.98393345  2.34604144 -0.23112488 -1.51913202
  8.284832   -0.0773969   6.37888384  1.05845273  1.54761338 -1.16143489
 -2.36799502 -1.70428491  0.14615005  0.08044505  3.48019004 -3.85840917
 -1.06700885  0.398563   -3.9342742  -2.64404511  1.40272784  2.54184723
 -4.27015877 -0.41473573  4.27537251 -1.10057116  0.93631393  0.40447995
 -3.65931249  0.14754581  4.3657999  -6.30578899 -3.45976901  0.47866783
  1.13180172  1.84569979  1.13855278 -0.67527962 -0.13497867  1.90079689
  1.39076197 -0.04895811  1.42305875 -1.89363241  1.07539248  4.2646966
  0.02386219 -0.86017269  3.31158495 -3.68151808  1.39809203 -0.29204392
 -1.65222621  1.4710964  -1.43766904 -3.05170679 -0.77772707 -1.29644513
 -4.37020016 -0.40614274  3.9108932  -1.65381813  0.0900777   8.79393101
 -1.05468369 -0.2892732  -0.8496545  -1.24608552  4.24642754  2.7618413
 -0.9504987  -2.941329   -0.10536726  2.66704917  0.18421805 -5.23317242]",True,"Physics, Computer Science",0,{'Unbadged'},13.886025267609574
